"id","title","forename","surname","region","party","type","oath_date","died_retired_date","year_created","d_o_b","Hansard_name","ex_MP"
447,"Lord","Colin","Moynihan",,"Con","HP",,,1997,13/09/1955 00:00:00,"Moynihan, L.","Y"
448,"Lord","Lionel","Murray","of Epping Forest","Lab","L",,20/05/2004 00:00:00,1985,02/08/1922 00:00:00,"Murray of Epping Forest, L.","N"
449,"Lord","Oscar","Murton","of Lindisfarne","Con","L",,,1979,08/05/1914 00:00:00,"Murton of Lindisfarne, L.","Y"
450,"Lord","Michael","Mustill",,"XB","A",,,1992,10/05/1931 00:00:00,"Mustill, L.","N"
451,"Lord","Michael","Naseby",,"Con","L",,,1997,25/11/1936 00:00:00,"Naseby, L.","Y"
452,"Lord","Francis","Neill","of Bladen","XB","L",,,1997,08/08/1926 00:00:00,"Neill of Bladen, L.","N"
453,"Lord","Richard","Newby",,"Dem","L",,,1997,14/02/1953 00:00:00,"Newby, L.","N"
454,"Bishop of","John Martin Wharton","Newcastle",,"Bp","B",05/02/2003 00:00:00,,2003,06/08/1944 00:00:00,"Newcastle, Bp.","N"
455,"Lord","Antony","Newton","of Braintree","Con","L",,,1997,29/08/1937 00:00:00,"Newton of Braintree, L.","Y"
456,"Lord","Donald","Nicholls","of Birkenhead","XB","A",,,1994,25/01/1933 00:00:00,"Nicholls of Birkenhead, L.","N"
457,"Baroness","Emma","Nicholson","of Winterbourne","Dem","L",,,1997,16/10/1941 00:00:00,"Nicholson of Winterbourne, B.","Y"
458,"Lord","David","Nickson",,"XB","L",,,1994,27/10/1929 00:00:00,"Nickson, L.","N"
459,"Baroness","Wendy","Nicol",,"Lab","L",,,1982,21/03/1923 00:00:00,"Nicol, B.","N"
460,"Baroness","Sheila","Noakes",,"Con","L",12/07/2000 00:00:00,,2000,23/06/1949 00:00:00,"Noakes, B.","N"
461,"Lord","Michael","Nolan",,"XB","A",,,1994,10/09/1928 00:00:00,"Nolan, L.","N"
462,"Duke of","Miles","Norfolk",,"XB","HO",,24/06/2002 00:00:00,1975,21/07/1915 00:00:00,"Norfolk, D.","N"
463,"Lord","Chrisopher","Northbourne",,"XB","HP",,,1982,18/02/1926 00:00:00,"Northbourne, L.","N"
464,"Lord","Francis","Northbrook",,"Con","HP",,,1990,21/02/1954 00:00:00,"Northbrook, L.","N"
465,"Earl","David","Northesk",,"Con","HP",,,1994,03/11/1954 00:00:00,"Northesk, E.","N"
466,"Lord","Donald","Northfield",,"Lab","L",,,1975,25/11/1923 00:00:00,"Northfield, L.","Y"
467,"Baroness","Lindsay","Northover",,"Dem","L",10/05/2000 00:00:00,,2000,21/08/1954 00:00:00,"Northover, B.","N"
468,"Lord","Philip","Norton","of Louth","Con","L",,,1998,05/03/1951 00:00:00,"Norton of Louth, L.","N"
469,"Lord","Matthew","Oakeshott","of Seagrove Bay","Dem","L",08/05/2000 00:00:00,,2000,10/01/1947 00:00:00,"Oakeshott of Seagrove Bay, L.","N"
470,"Baroness","Detta","O'Cathain",,"Con","L",,,1991,03/02/1938 00:00:00,"O'Cathain, B.","N"
471,"Lord","Peter","Oliver","of Aylmerton","XB","A",,,1986,07/03/1921 00:00:00,"Oliver of Aylmerton, L.","N"
472,"Baroness","Onora","O'Neill","of Bengarve","XB","L",,,1999,23/08/1941 00:00:00,"O'Neill of Bengarve, B.","N"
473,"Earl","William","Onslow",,"Con","HP",,,1971,28/02/1938 00:00:00,"Onslow, E.","N"
474,"Baroness","Sally","Oppenheim-Barnes",,"Con","L",,,1989,26/07/1930 00:00:00,"Oppenheim-Barnes, B.","Y"
475,"Lord","Stanley","Orme",,"Lab","L",,28/04/2005 00:00:00,1997,05/04/1923 00:00:00,"Orme, L.","Y"
476,"Lord","Herman","Ouseley",,"XB","L",10/07/2001 00:00:00,,2001,24/03/1945 00:00:00,"Ouseley, L.","N"
477,"Lord","David","Owen",,"XB","L",,,1992,02/07/1938 00:00:00,"Owen, L.","Y"
478,"Lord","Ronald","Oxburgh",,"XB","L",,,1999,02/11/1934 00:00:00,"Oxburgh, L.","N"
479,"Bishop of","Richard Douglas Harries","Oxford",,"Bp","B",,,1993,02/06/1936 00:00:00,"Oxford, Bp.","N"
480,"Viscount","George","Oxfuird",,"Con","HD",,03/01/2003 00:00:00,1986,07/01/1934 00:00:00,"Oxfuird, V.","N"
481,"Lord","Adrian","Palmer",,"XB","HP",,,1990,08/10/1951 00:00:00,"Palmer, L.","N"
482,"Lord","Peter","Palumbo",,"Con","L",,,1991,20/07/1935 00:00:00,"Palumbo, L.","N"
483,"Lord","Bhikhu","Parekh",,"Lab","L",23/05/2000 00:00:00,,2000,04/01/1935 00:00:00,"Parekh, L.","N"
484,"Baroness","Daphne","Park","of Monmouth","Con","L",,,1990,01/09/1921 00:00:00,"Park of Monmouth, B.","N"
485,"Lord","Cecil","Parkinson",,"Con","L",,,1992,01/09/1931 00:00:00,"Parkinson, L.","Y"
486,"Lord","Gordon","Parry",,"Lab","L",,01/09/2004 00:00:00,1975,30/11/1925 00:00:00,"Parry, L.","N"
487,"Lord","Narendra","Patel",,"XB","L",,,1999,11/05/1938 00:00:00,"Patel, L.","N"
488,"Lord","Adam","Patel","of Blackburn","Lab","L",16/02/2000 00:00:00,,2000,07/06/1940 00:00:00,"Patel of Blackburn, L.","N"
489,"Lord","John","Patten",,"Con","L",,,1997,17/07/1945 00:00:00,"Patten, L.","Y"
490,"Lord","Swraj","Paul",,"Lab","L",,,1996,18/02/1931 00:00:00,"Paul, L.","N"
491,"Lord","Malcolm","Pearson","of Rannoch","Con","L",,,1990,20/07/1942 00:00:00,"Pearson of Rannoch, L.","N"
492,"Earl","William","Peel",,"Con","HP",,,1969,03/10/1947 00:00:00,"Peel, E.","N"
493,"Lord","Tom","Pendry",,"Lab","L",11/07/2001 00:00:00,,2001,10/06/1934 00:00:00,"Pendry, L.","Y"
494,"Baroness","Pauline","Perry","of Southwark","Con","L",,,1991,15/10/1931 00:00:00,"Perry of Southwark, B.","N"
495,"Lord","Walter","Perry","of Walton","Dem","L",,17/07/2003 00:00:00,1979,16/06/1921 00:00:00,"Perry of Walton, L.","N"
496,"Lord","Maurice","Peston",,"Lab","L",,,1987,19/03/1931 00:00:00,"Peston, L.","N"
497,"Bishop of","Ian Patrick Martyn Cundy","Peterborough",,"Bp","B",28/03/2001 00:00:00,,2001,23/04/1945 00:00:00,"Peterborough, Bp.","N"
498,"Lord","John","Peyton","of Yeovil","Con","L",,,1983,13/02/1919 00:00:00,"Peyton of Yeovil, L.","Y"
499,"Lord","Andrew","Phillips","of Sudbury","Dem","L",,,1998,15/03/1939 00:00:00,"Phillips of Sudbury, L.","N"
500,"Lord","Nicholas","Phillips","of Worth Matravers","XB","A",,,1999,21/01/1938 00:00:00,"Phillips of Worth Matravers, L.","N"
501,"Baroness","Irene","Pike",,"Con","L",,11/01/2004 00:00:00,1974,16/09/1918 00:00:00,"Pike, B.","Y"
502,"Lord","Peter","Pilkington","of Oxenford","Con","L",,,1996,05/09/1933 00:00:00,"Pilkington of Oxenford, L.","N"
503,"Baroness","Jill","Pitkeathley",,"Lab","L",,,1997,04/01/1940 00:00:00,"Pitkeathley, B.","N"
504,"Lord","Raymond","Plant","of Highfield","Lab","L",,,1992,19/03/1945 00:00:00,"Plant of Highfield, L.","N"
505,"Baroness","Beryl","Platt","of Writtle","Con","L",,,1981,18/04/1923 00:00:00,"Platt of Writtle, B.","N"
506,"Lord","Charles","Plumb",,"Con","L",,,1987,27/03/1925 00:00:00,"Plumb, L.","N"
507,"Lord","Desmond","Plummer","of St Marylebone","Con","L",,,1981,25/05/1914 00:00:00,"Plummer of St. Marylebone, L.","N"
508,"Lord","Fred","Ponsonby","of Shulbrede","Lab","L",19/04/2000 00:00:00,,2000,27/10/1958 00:00:00,"Ponsonby of Shulbrede, L.","N"
509,"Bishop of","Kenneth Stevenson","Portsmouth",,"Bp","B",30/11/1999 00:00:00,,1999,09/11/1949 00:00:00,"Portsmouth, Bp.","N"
510,"Lord","Charles","Powell","of Bayswater","XB","L",07/03/2000 00:00:00,,2000,06/06/1941 00:00:00,"Powell of Bayswater, L.","N"
511,"Baroness","Usha","Prashar",,"XB","L",,,1999,29/06/1948 00:00:00,"Prashar, B.","N"
512,"Lord","James","Prior",,"Con","L",,,1987,11/10/1927 00:00:00,"Prior, L.","Y"
513,"Lord","Gwilym","Prys-Davies",,"Lab","L",,,1982,08/12/1923 00:00:00,"Prys-Davies, L.","N"
514,"Lord","David","Puttnam",,"Lab","L",,,1997,25/02/1941 00:00:00,"Puttnam, L.","N"
515,"Lord","Francis","Pym",,"Con","L",,,1987,13/02/1922 00:00:00,"Pym, L.","Y"
516,"Lord","Anthony","Quinton",,"Con","L",,,1983,25/03/1925 00:00:00,"Quinton, L.","N"
517,"Lord","Randolph","Quirk",,"XB","L",,,1994,12/07/1920 00:00:00,"Quirk, L.","N"
518,"Lord","Giles","Radice",,"Lab","L",23/10/2001 00:00:00,,2001,04/10/1936 00:00:00,"Radice, L.","Y"
519,"Baroness","Meta","Ramsay","of Cartvale","Lab","L",,,1996,12/07/1936 00:00:00,"Ramsay of Cartvale, B.","N"
520,"Lord","Stuart","Randall","of St Budeaux","Lab","L",,,1997,22/06/1938 00:00:00,"Randall of St. Budeaux, L.","Y"
521,"Baroness","Patricia","Rawlings",,"Con","L",,,1994,27/01/1939 00:00:00,"Rawlings, B.","N"
522,"Lord","Peter","Rawlinson","of Ewell","Con","L",,,1978,26/06/1919 00:00:00,"Rawlinson of Ewell, L.","Y"
523,"Lord","Max","Rayne",,"Other","L",,10/10/2003 00:00:00,1976,08/02/1918 00:00:00,"Rayne, L.","N"
524,"Lord","Edward","Razzall",,"Dem","L",,,1997,12/06/1943 00:00:00,"Razzall, L.","N"
525,"Lord","Nicolas","Rea",,"Lab","HP",,,1981,06/06/1928 00:00:00,"Rea, L.","N"
526,"Lord","Hugh","Reay",,"Con","HD",,,1963,19/07/1937 00:00:00,"Reay, L.","N"
527,"Lord","Rupert","Redesdale",,"Dem","L",18/04/2000 00:00:00,,2000,18/07/1967 00:00:00,"Redesdale, L.","N"
528,"Lord","Peter","Rees",,"Con","L",,,1987,09/12/1926 00:00:00,"Rees, L.","Y"
529,"Lord","William","Rees-Mogg",,"XB","L",,,1988,14/07/1928 00:00:00,"Rees-Mogg, L.","N"
530,"Baroness","Ruth","Rendell","of Babergh","Lab","L",,,1997,17/02/1930 00:00:00,"Rendell of Babergh, B.","N"
531,"Lord","Colin","Renfrew","of Kaimsthorn","Con","L",,,1991,25/07/1937 00:00:00,"Renfrew of Kaimsthorn, L.","N"
532,"Lord","Chrisopher","Rennard",,"Dem","L",,,1999,08/07/1960 00:00:00,"Rennard, L.","N"
533,"Lord","David","Renton",,"Con","L",,,1979,12/08/1908 00:00:00,"Renton, L.","Y"
534,"Lord","Timothy","Renton","of Mount Harry","Con","L",,,1997,28/05/1932 00:00:00,"Renton of Mount Harry, L.","Y"
535,"Lord","Robin","Renwick","of Clifton","Lab","L",,,1997,13/12/1937 00:00:00,"Renwick of Clifton, L.","N"
536,"Lord","Ivor","Richard",,"Lab","L",,,1990,30/05/1932 00:00:00,"Richard, L.","Y"
537,"Lord","John","Richardson",,"XB","L",,15/08/2004 00:00:00,1979,16/06/1910 00:00:00,"Richardson, L.","N"
538,"Baroness","Kathleen","Richardson","of Calow","XB","L",,,1998,24/02/1938 00:00:00,"Richardson of Calow, B.","N"
539,"Lord","Gordon","Richardson","of Duntisbourne","XB","L",,,1983,25/11/1915 00:00:00,"Richardson of Duntisbourne, L.","N"
540,"Lord","Brian","Rix",,"XB","L",,,1992,27/01/1924 00:00:00,"Rix, L.","N"
541,"Lord","Wyn","Roberts","of Conwy","Con","L",,,1997,10/07/1930 00:00:00,"Roberts of Conwy, L.","Y"
542,"Lord","George","Robertson","of Port Ellen","XB","L",03/02/2000 00:00:00,,1999,12/04/1946 00:00:00,"Robertson of Port Ellen, L.","Y"
543,"Bishop of","Kenneth William Stevenson","Rochester",,"Bp","B",,,1999,19/08/1949 00:00:00,"Rochester, Bp.","N"
544,"Lord","Alan","Rodger","of Earlsferry","XB","L",,,1992,18/09/1944 00:00:00,"Rodger of Earlsferry, L.","N"
545,"Lord","Bill","Rodgers","of Quarry Bank","Dem","L",,,1992,28/10/1928 00:00:00,"Rodgers of Quarry Bank, L.","Y"
546,"Lord","Dennis","Rogan",,"XB","L",,,1999,30/06/1942 00:00:00,"Rogan, L.","N"
547,"Lord","Richard","Rogers","of Riverside","Lab","L",,,1996,23/07/1933 00:00:00,"Rogers of Riverside, L.","N"
548,"Lord","Eric","Roll","of Ipsden","XB","L",,30/03/2005 00:00:00,1977,01/12/1907 00:00:00,"Roll of Ipsden, L.","N"
549,"Lord","Jeff","Rooker",,"Lab","L",21/06/2001 00:00:00,,2001,05/06/1941 00:00:00,"Rooker, L.","Y"
550,"Lord","John","Roper",,"Dem","L",17/05/2000 00:00:00,,2000,10/09/1935 00:00:00,"Roper, L.","Y"
551,"Earl","Peter","Rosslyn",,"XB","HP",,,1977,31/03/1958 00:00:00,"Rosslyn, E.","N"
552,"Lord","Robin","Rotherwick",,"Con","HP",,,1996,31/03/1958 00:00:00,"Rotherwick, L.","N"
553,"Earl","Conrad","Russell",,"Dem","HP",,14/10/2004 00:00:00,1987,15/04/1937 00:00:00,"Russell, E.","N"
554,"Lord","David","Russell-Johnston",,"Dem","L",,,1997,28/07/1932 00:00:00,"Russell-Johnston, L.","Y"
555,"Lord","Sydney","Ryder","of Eaton Hastings","Other","L",,12/05/2003 00:00:00,1975,16/09/1916 00:00:00,"Ryder of Eaton Hastings, L.","N"
556,"Lord","Richard","Ryder","of Wensum","Con","L",,,1997,04/02/1949 00:00:00,"Ryder of Wensum, L.","Y"
557,"Lord","Maurice","Saatchi",,"Con","L",,,1996,21/06/1946 00:00:00,"Saatchi, L.","N"
558,"Lord","John","Sainsbury","of Preston Candover","Con","L",,,1989,01/11/1927 00:00:00,"Sainsbury of Preston Candover, L.","N"
559,"Lord","David","Sainsbury","of Turville","Lab","L",,,1997,24/10/1940 00:00:00,"Sainsbury of Turville, L.","N"
560,"Bishop of","Christopher William Herbert","St Albans",,"Bp","B",08/12/1999 00:00:00,,1999,07/01/1944 00:00:00,"St. Albans, Bp.","N"
561,"Bishop of","John Hubert Richard Lewis","St Edmundsbury and Ipswich",,"Bp","B",23/01/2002 00:00:00,,2002,10/12/1943 00:00:00,"St. Edmundsbury and Ipswich, Bp.","N"
562,"Lord","Anthony","St John","of Bletso","XB","HP",,,1978,16/05/1957 00:00:00,"St. John of Bletso, L.","N"
563,"Lord","Norman","St John","of Fawsley","Con","L",,,1987,18/05/1929 00:00:00,"St John of Fawsley, L.","Y"
564,"Bishop of","David Staffurth Stancliffe","Salisbury",,"Bp","B",,,1998,01/10/1942 00:00:00,"Salisbury, Bp.","N"
566,"Lady","Flora","Saltoun","of Abernethy","XB","HP",,,1979,18/10/1930 00:00:00,"Saltoun of Abernethy, Ly.","N"
567,"Lord","Michael","Sandberg",,"Dem","L",,,1997,31/05/1927 00:00:00,"Sandberg, L.","N"
568,"Lord","Charles","Sanderson","of Bowden","Con","L",,,1985,30/04/1933 00:00:00,"Sanderson of Bowden, L.","N"
569,"Earl","John","Sandwich",,"XB","HP",,,1995,24/07/1943 00:00:00,"Sandwich, E.","N"
570,"Lord","Mark","Saville","of Newdigate","XB","A",,,1997,20/03/1936 00:00:00,"Saville of Newdigate, L.","N"
571,"Lord","Tom","Sawyer",,"Lab","L",,,1998,12/05/1943 00:00:00,"Sawyer, L.","N"
572,"Lord","Hugh","Scanlon",,"Other","L",,27/01/2004 00:00:00,1979,26/10/1913 00:00:00,"Scanlon, L.","N"
573,"Lord","Leslie","Scarman",,"XB","A",,08/12/2004 00:00:00,1977,29/07/1911 00:00:00,"Scarman, L.","N"
574,"Baroness","Patricia","Scotland","of Asthal","Lab","L",,,1997,19/08/1955 00:00:00,"Scotland of Asthal, B.","N"
575,"Lord","Richard","Scott","of Foscote","XB","A",18/07/2000 00:00:00,,2000,02/10/1934 00:00:00,"Scott of Foscote, L.","N"
576,"Baroness","Rosalind","Scott","of Needham Market","Dem","L",15/05/2000 00:00:00,,2000,10/08/1957 00:00:00,"Scott of Needham Market, B.","N"
577,"Baroness","Joan","Seccombe",,"Con","L",,,1991,03/05/1930 00:00:00,"Seccombe, B.","N"
578,"Earl","John","Selborne",,"Con","HP",,,1971,24/03/1940 00:00:00,"Selborne, E.","N"
579,"Lord","James","Selkirk","of Douglas","Con","L",,,1997,31/07/1942 00:00:00,"Selkirk of Douglas, L.","Y"
580,"Lord","Malcolm","Selsdon",,"Con","HP",,,1963,27/10/1937 00:00:00,"Selsdon, L.","N"
581,"Lord","John","Sewel",,"Lab","L",,,1996,15/01/1946 00:00:00,"Sewel, L.","N"
582,"Lord","Colin","Sharman",,"Dem","L",,,1999,19/02/1943 00:00:00,"Sharman, L.","N"
583,"Baroness","Margaret","Sharp","of Guildford","Dem","L",,,1998,21/11/1938 00:00:00,"Sharp of Guildford, B.","N"
584,"Baroness","Pamela","Sharples",,"Con","L",,,1973,11/02/1923 00:00:00,"Sharples, B.","N"
585,"Lord","Michael","Shaw","of Northstead","Con","L",,,1994,09/10/1920 00:00:00,"Shaw of Northstead, L.","Y"
586,"Lord","Hartley","Shawcross",,"XB","L",,10/07/2003 00:00:00,1959,04/02/1902 00:00:00,"Shawcross, L.","Y"
587,"Bishop of","John Nicholls","Sheffield",,"Bp","B",04/03/2003 00:00:00,,2003,16/07/1943 00:00:00,"Sheffield, Bp.","N"
588,"Lord","Robert","Sheldon",,"Lab","L",27/06/2001 00:00:00,,2001,13/09/1923 00:00:00,"Sheldon, L.","Y"
589,"Lord","Allen","Sheppard","of Didgemere","Con","L",,,1994,25/10/1932 00:00:00,"Sheppard of Didgemere, L.","N"
590,"Lord","David","Sheppard","of Liverpool","Lab","L",,05/03/2005 00:00:00,1998,06/03/1929 00:00:00,"Sheppard of Liverpool, L.","N"
591,"Earl","Charles","Shrewsbury",,"Con","HP",,,1980,18/12/1952 00:00:00,"Shrewsbury, E.","N"
592,"Lord","David","Shutt","of Greetland","Dem","L",16/05/2000 00:00:00,,2000,16/03/1942 00:00:00,"Shutt of Greetland, L.","N"
593,"Viscount","Jan","Simon",,"Lab","HD",,,1993,20/07/1940 00:00:00,"Simon, V.","N"
594,"Lord","Jocelyn","Simon","of Glaisdale","XB","L",,,1971,15/01/1911 00:00:00,"Simon of Glaisdale, L.","Y"
595,"Lord","David","Simon","of Highbury","Lab","L",,,1997,24/07/1939 00:00:00,"Simon of Highbury, L.","N"
596,"Lord","George","Simpson","of Dunkeld","Lab","L",,,1997,02/07/1942 00:00:00,"Simpson of Dunkeld, L.","N"
597,"Lord","Roger","Skelmersdale",,"Con","HD",,,1973,02/04/1945 00:00:00,"Skelmersdale, L.","N"
598,"Lord","Robert","Skidelsky",,"XB","L",,,1991,25/04/1939 00:00:00,"Skidelsky, L.","N"
599,"Viscount","John","Slim",,"XB","HP",,,1970,20/07/1927 00:00:00,"Slim, V.","N"
600,"Lord","Gordon","Slynn","of Hadley","XB","A",,,1992,17/02/1930 00:00:00,"Slynn of Hadley, L.","N"
601,"Lord","Trevor","Smith","of Clifton","Dem","L",,,1997,14/06/1937 00:00:00,"Smith of Clifton, L.","N"
602,"Baroness","Elizabeth","Smith","of Gilmorehill","Lab","L",,,1995,04/06/1940 00:00:00,"Smith of Gilmorehill, B.","N"
603,"Lord","Peter","Smith","of Leigh","Lab","L",,,1999,24/07/1945 00:00:00,"Smith of Leigh, L.","N"
604,"Earl","Antony","Snowdon",,"XB","L",25/11/1999 00:00:00,,1961,07/03/1930 00:00:00,"Snowdon, E.","N"
605,"Lord","Ernest","Soulsby","of Swaffham Prior","Con","L",,,1990,23/06/1926 00:00:00,"Soulsby of Swaffham Prior, L.","N"
606,"Bishop of","Thomas Frederick Butler","Southwark",,"Bp","B",,,1996,05/03/1940 00:00:00,"Southwark, Bp.","N"
607,"Lord","Albert","Stallard",,"Lab","L",,,1983,05/11/1921 00:00:00,"Stallard, L.","Y"
608,"Lord","David","Steel","of Aikwood","Dem","L",,,1997,31/03/1938 00:00:00,"Steel of Aikwood, L.","Y"
609,"Lord","Jeffrey","Sterling","of Plaistow","Con","L",,,1991,27/12/1934 00:00:00,"Sterling of Plaistow, L.","N"
610,"Baroness","Vivien","Stern",,"XB","L",,,1999,25/09/1941 00:00:00,"Stern, B.","N"
611,"Lord","David","Stevens","of Ludgate","Con","L",,,1987,26/05/1936 00:00:00,"Stevens of Ludgate, L.","N"
612,"Lord","Henry","Stevenson","of Coddenham","XB","L",,,1999,19/07/1945 00:00:00,"Stevenson of Coddenham, L.","N"
613,"Lord","Ian","Stewartby",,"Con","L",,,1992,10/08/1935 00:00:00,"Stewartby, L.","Y"
614,"Lord","Johan","Steyn",,"XB","A",,,1995,15/08/1932 00:00:00,"Steyn, L.","N"
615,"Lord","Anthony","Stodart","of Leaston","Con","L",,31/05/2003 00:00:00,1981,06/06/1916 00:00:00,"Stodart of Leaston, L.","Y"
616,"Lord","David","Stoddart","of Swindon","Other","L",,,1983,04/05/1926 00:00:00,"Stoddart of Swindon, L.","Y"
617,"Lord","Donald","Stokes",,"XB","L",,,1969,22/03/1914 00:00:00,"Stokes, L.","N"
618,"Lord","Andrew","Stone","of Blackheath","Lab","L",,,1997,07/09/1942 00:00:00,"Stone of Blackheath, L.","N"
619,"Lord","David","Strabolgi",,"Lab","HD",,,1953,01/11/1914 00:00:00,"Strabolgi, L.","N"
620,"Baroness","Jean","Strange",,"XB","HP",,11/03/2005 00:00:00,1986,17/12/1928 00:00:00,"Strange, B.","N"
621,"Lord","Tom","Strathclyde",,"Con","HP",,,1985,22/02/1960 00:00:00,"Strathclyde, L.","N"
622,"Lord","Stewart","Sutherland","of Houndwood","XB","L",18/07/2001 00:00:00,,2001,25/02/1941 00:00:00,"Sutherland of Houndwood, L.","N"
623,"Lord","Roger","Swinfen",,"Con","HP",,,1977,14/12/1938 00:00:00,"Swinfen, L.","N"
624,"Baroness","Liz","Symons","of Vernham Dean","Lab","L",,,1996,14/04/1951 00:00:00,"Symons of Vernham Dean, B.","N"
625,"Lord","Simon","Tanlaw",,"XB","L",,,1971,30/03/1934 00:00:00,"Tanlaw, L.","N"
626,"Lord","Dick","Taverne",,"Dem","L",,,1996,18/10/1928 00:00:00,"Taverne, L.","Y"
627,"Lord","Tom","Taylor","of Blackburn","Lab","L",,,1978,10/06/1929 00:00:00,"Taylor of Blackburn, L.","N"
628,"Lord","John","Taylor","of Warwick","Con","L",,,1996,21/09/1952 00:00:00,"Taylor of Warwick, L.","N"
629,"Lord","Norman","Tebbit",,"Con","L",,,1992,29/03/1931 00:00:00,"Tebbit, L.","Y"
630,"Lord","Sydney","Templeman",,"XB","A",,,1982,03/03/1920 00:00:00,"Templeman, L.","N"
631,"Lord","Peter","Temple-Morris",,"Lab","L",03/07/2001 00:00:00,,2001,12/02/1938 00:00:00,"Temple-Morris, L.","Y"
632,"Viscount","Bill","Tenby",,"XB","HP",,,1983,07/11/1927 00:00:00,"Tenby, V.","N"
633,"Baroness","Margaret","Thatcher",,"Con","L",,,1992,13/10/1925 00:00:00,"Thatcher, B.","Y"
634,"Lord","Martin","Thomas","of Gresford","Dem","L",,,1996,13/03/1937 00:00:00,"Thomas of Gresford, L.","N"
635,"Lord","Peter","Thomas","of Gwydir","Con","L",,,1987,31/07/1920 00:00:00,"Thomas of Gwydir, L.","Y"
636,"Lord","Terence","Thomas","of Macclesfield","Lab","L",,,1997,19/10/1937 00:00:00,"Thomas of Macclesfield, L.","N"
637,"Lord","Hugh","Thomas","of Swynnerton","XB","L",,,1981,21/10/1931 00:00:00,"Thomas of Swynnerton, L.","N"
638,"Baroness","Susan","Thomas","of Walliswood","Dem","L",,,1994,20/12/1935 00:00:00,"Thomas of Walliswood, B.","N"
639,"Lord","George","Thomson","of Monifieth","Dem","L",,,1977,16/01/1921 00:00:00,"Thomson of Monifieth, L.","Y"
640,"Baroness","Glenys","Thornton",,"Lab","L",,,1998,16/10/1952 00:00:00,"Thornton, B.","N"
641,"Lord","Francis","Tombs",,"XB","L",,,1990,17/05/1924 00:00:00,"Tombs, L.","N"
642,"Lord","John","Tomlinson",,"Lab","L",,,1998,01/08/1939 00:00:00,"Tomlinson, L.","Y"
643,"Lord","Graham","Tope",,"Dem","L",,,1994,30/11/1943 00:00:00,"Tope, L.","Y"
644,"Lord","Geoffrey","Tordoff",,"Dem","L",,,1981,11/10/1928 00:00:00,"Tordoff, L.","N"
645,"Lord","David","Trefgarne",,"Con","HP",,,1960,31/03/1941 00:00:00,"Trefgarne, L.","N"
646,"Lord","Alexander","Trotman",,"XB","L",,25/05/2005 00:00:00,1999,22/07/1933 00:00:00,"Trotman, L.","N"
647,"Baroness","Jean","Trumpington",,"Con","L",,,1980,29/10/1922 00:00:00,"Trumpington, B.","N"
648,"Bishop of","Bill Ind","Truro",,"Bp","B",16/10/2001 00:00:00,,2001,26/03/1948 00:00:00,"Truro, Bp.","N"
649,"Lord","Christopher","Tugendhat",,"Con","L",,,1993,23/02/1937 00:00:00,"Tugendhat, L.","Y"
650,"Lord","Leslie","Turnberg",,"Lab","L",09/05/2000 00:00:00,,2000,22/03/1934 00:00:00,"Turnberg, L.","N"
651,"Baroness","Muriel","Turner","of Camden","Lab","L",,,1985,18/09/1927 00:00:00,"Turner of Camden, B.","N"
652,"Baroness","Pola","Uddin",,"Lab","L",,,1998,17/07/1959 00:00:00,"Uddin, B.","N"
653,"Viscount","Nicholas","Ullswater",,"Con","HD",01/04/2003 00:00:00,,2003,09/01/1942 00:00:00,"Ullswater, V.","N"
654,"Lord","Eric","Varley",,"Lab","L",,,1990,11/08/1932 00:00:00,"Varley, L.","Y"
655,"Lord","Richard","Vincent","of Coleshill","XB","L",,,1996,23/08/1931 00:00:00,"Vincent of Coleshill, L.","N"
656,"Lord","Nigel","Vinson",,"Con","L",,,1985,27/01/1931 00:00:00,"Vinson, L.","N"
657,"Lord","Nicholas","Vivian",,"Con","HP",,28/02/2004 00:00:00,1991,11/12/1935 00:00:00,"Vivian, L.","N"
658,"Lord","David","Waddington",,"Con","L",,,1990,02/08/1929 00:00:00,"Waddington, L.","Y"
659,"Lord","William","Wade","of Chorlton","Con","L",,,1990,24/12/1932 00:00:00,"Wade of Chorlton, L.","N"
660,"Lord","John","Wakeham",,"Con","L",,,1992,22/06/1932 00:00:00,"Wakeham, L.","Y"
661,"Lord","William","Waldegrave","of North Hill","Con","L",,,1999,15/08/1946 00:00:00,"Waldegrave of North Hill, L.","Y"
662,"Lord","Harold","Walker","of Doncaster","Lab","L",,11/11/2003 00:00:00,1997,12/07/1927 00:00:00,"Walker of Doncaster, L.","Y"
663,"Lord","Robert","Walker","of Gestingthorpe","XB","A",08/10/2002 00:00:00,,2002,17/03/1938 00:00:00,"Walker of Gestingthorpe, L.","N"
664,"Lord","Peter","Walker","of Worcester","Con","L",,,1992,25/03/1932 00:00:00,"Walker of Worcester, L.","Y"
665,"Lord","George","Wallace","of Coslany","Other","L",,11/11/2003 00:00:00,1974,18/04/1906 00:00:00,"Wallace of Coslany, L.","Y"
666,"Lord","William","Wallace","of Saltaire","Dem","L",,,1995,12/03/1941 00:00:00,"Wallace of Saltaire, L.","N"
667,"Baroness","Joan","Walmsley",,"Dem","L",23/05/2000 00:00:00,,2000,12/04/1943 00:00:00,"Walmsley, B.","N"
668,"Lord","Robert","Walpole",,"XB","HP",,,1989,08/12/1938 00:00:00,"Walpole, L.","N"
669,"Lord","John","Walton","of Detchant","XB","L",,,1989,16/09/1922 00:00:00,"Walton of Detchant, L.","N"
